level_0,index,facility,plz,heat_supply,heat_consumption,power_consumption,district,year,facility_type,District_Overview,Heat_Consumption_per_District,Year_Overview,Facility_Type_Overview,District_Detail,Power_Consumption_District_Facility_Type_Year,District_Results,Power_Consumption_per_District,Facility_type_Overview,power_consumption,Facility_Type_Results,Heat_Consumption_per_Facility_Type
2501,2501,ehem.Schule / Verwaltungsgebäude,12435,Nahwärme,236684,43700,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2502,2502,Emmy-Noether-Gymnasium,12555,Fernwärme,173444,9744,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2503,2503,Emmy-Noether-Gymnasium,12559,Fernwärme,864685,162569,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2504,2504,Familienbegegnungszentrum Altglienicke,12524,Erdgas,117900,7426,Treptow - Kopernick,2020,Kultur,,,,,,,,,,,,
2505,2505,Freilandlabor Kaniswall,15537,Flüssiggas,86386,9200,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2506,2506,Friedhof Adlershof,12489,Erdgas,23143,488,Treptow - Kopernick,2020,Denkmal,,,,,,,,,,,,
2507,2507,Friedhof Altglienicke,12524,Erdgas,130692,4149,Treptow - Kopernick,2020,Denkmal,,,,,,,,,,,,
2508,2508,Friedhof Baumschulenweg,12437,Erdgas,175686,5899,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2509,2509,Friedhof Grünau,12527,Erdgas,68783,7573,Treptow - Kopernick,2020,Denkmal,,,,,,,,,,,,
2510,2510,Friedhof Müggelheim,12559,Heizöl,33544,2509,Treptow - Kopernick,2020,Denkmal,,,,,,,,,,,,
2511,2511,Friedhof Oberschöneweide,12459,Erdgas,197057,8313,Treptow - Kopernick,2020,Denkmal,,,,,,,,,,,,
2512,2512,Friedhof Rahnsdorf,12589,Erdgas,68309,4190,Treptow - Kopernick,2020,Denkmal,,,,,,,,,,,,
2513,2513,Friedrichshagener Schule,12587,Fernwärme,88189,5387,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2514,2514,Friedrichshagener Schule,12587,Fernwärme,532319,91710,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2515,2515,Fritz-Kühn-Schule,12526,Erdgas,173314,58331,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2516,2516,Fritz-Kühn-Schule,12526,Erdgas,818713,89750,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2517,2517,Fuhrpark,12459,Nahwärme,138600,14556,Treptow - Kopernick,2020,Platz,,,,,,,,,,,,
2518,2518,Gartenarbeitsschule,12555,Flüssiggas,13879,4785,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2519,2519,Gebr.-Montgolfier-Schule,12487,Fernwärme,635152,136719,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2520,2520,Gerhart-Hauptmann-Schule,12587,Fernwärme,955284,147535,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2521,2521,Grünauer Schule,12527,Erdgas,634730,68458,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2522,2522,Grünauer Schule,12527,Erdgas,404000,83200,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2523,2523,Grünauer Schule,12527,Strom,45832,10230,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2524,2524,Hans-Grade-Schule,12487,Fernwärme,604912,76360,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2525,2525,Hauptmann-von-Köpenick-Schule,12555,Erdgas,860973,59450,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2526,2526,Hauptmann-von-Köpenick-Schule,12555,Erdgas,407161,9980,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2527,2527,Haus der Begegnung,12559,Erdgas,159139,16684,Treptow - Kopernick,2020,Kultur,,,,,,,,,,,,
2528,2528,Heide-Schule,12489,Erdgas,109449,11307,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2529,2529,Heide-Schule,12489,Fernwärme,564926,67693,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2530,2530,Heide-Schule,12489,Erdgas,779056,58150,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2531,2531,Heimatmuseum Köpenick,12555,Erdgas,48711,13127,Treptow - Kopernick,2020,Kultur,,,,,,,,,,,,
2532,2532,Isaac-Newton-Schule,12459,Fernwärme,970110,87900,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2533,2533,JFE Bude,12559,Strom,7345,1639,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2534,2534,JFE Hasselwerder Straße,12439,Fernwärme,150324,17275,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2535,2535,JFE Würfel,12559,Fernwärme,63316,8635,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2536,2536,Jugendclub WK 14,12459,Erdgas,73707,3211,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2537,2537,Jugendfreizeiteinrichtung,12555,Erdgas,92326,6650,Treptow - Kopernick,2020,Platz,,,,,,,,,,,,
2538,2538,Jugendkunstschule,12555,Erdgas,43549,3418,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2539,2539,Jugendverkehrsschule,12459,Heizöl,60502,8179,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2540,2540,Jugendzentrum,12524,Erdgas,33954,1873,Treptow - Kopernick,2020,Kultur,,,,,,,,,,,,
2541,2541,Käthe-Tucholla-Stadion,12439,Erdgas,212707,63354,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2542,2542,Kegelbahn Rudower Straße,12439,Erdgas,183959,13404,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2543,2543,Kegelsportzentum,12555,Erdgas,305678,109701,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2544,2544,Kiefholz-Grundschule,12435,Fernwärme,289157,45600,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2545,2545,Kiezklub Köpenick und Kita,12557,Nahwärme,143926,12453,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2546,2546,Kulturzentrum Alte Möbelfabrik,12555,Erdgas,74207,7998,Treptow - Kopernick,2020,Kultur,,,,,,,,,,,,
2547,2547,Kulturzentrum Alte Schule,12489,Erdgas,301398,65550,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2548,2548,Leistungszentrum Sportschießen,12524,Erdgas,219032,100392,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2549,2549,Litographiewerkstatt,12435,Erdgas,22752,5499,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2550,2550,Melli-Beese-Schule,12487,Fernwärme,651403,90099,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2551,2551,Merian-Schule,12555,Nahwärme,593723,87749,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2552,2552,Merian-Schule,12555,Erdgas,802007,75420,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2553,2553,Mittelpunktbibliothek Alte Feuerwache,12439,Fernwärme,191400,105758,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2554,2554,Mittelpunktbibliothek Köpenick,12555,Erdgas,364251,100629,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2555,2555,Müggelheimer Schule,12559,Erdgas,723160,70848,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2556,2556,Müggelschlößchen-Schule,12559,Fernwärme,506769,32547,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2557,2557,Müggelschlößchen-Schule,12559,Fernwärme,345028,20647,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2558,2558,Müggelsee-Schule,12587,Erdgas,388214,28063,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2559,2559,Müggelsee-Schule,12587,Fernwärme,71215,15103,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2560,2560,Musikschule Köpenick,12555,Erdgas,289147,21314,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2561,2561,Nachbarschaftszentrum Hessenwinkel,12589,Erdgas,522480,14101,Treptow - Kopernick,2020,Kultur,,,,,,,,,,,,
2562,2562,Rathaus Johannisthal,12487,Fernwärme,228476,22473,Treptow - Kopernick,2020,Kultur,,,,,,,,,,,,
2563,2563,Rathaus Köpenick,12555,Erdgas,1250404,246982,Treptow - Kopernick,2020,Kultur,,,,,,,,,,,,
2564,2564,Rathaus Treptow,12435,Fernwärme,990080,162829,Treptow - Kopernick,2020,Kultur,,,,,,,,,,,,
2565,2565,Regattastrecke,12527,Erdgas,1357909,159796,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2566,2566,Revier-/Gärtnerstützpunkt,12437,Erdgas,22705,2641,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2567,2567,Revierstützpunkt I,12435,Erdgas,113268,12263,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2568,2568,Revierstützpunkt I,12435,Erdgas,90489,3294,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2569,2569,Revierstützpunkt II,12489,Erdgas,247219,9128,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2570,2570,Revierstützpunkt II,12437,Erdgas,209741,12014,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2571,2571,Revierstützpunkt III,12459,Flüssiggas,146966,941,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2572,2572,Revierstützpunkt V,12559,Fernwärme,60178,3605,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2573,2573,Schmöckwitzer Insel-Schule,12527,Erdgas,675688,74450,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2574,2574,Schule am Altglienicker Wasserturm,12524,Erdgas,424637,57450,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2575,2575,Schule am Berg,12524,Erdgas,717266,100600,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2576,2576,Schule am Berg,12524,Strom,20677,22884,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2577,2577,Schule am Buntzelberg,12526,Erdgas,454736,83659,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2578,2578,Schule am Ginkobaum,12487,Fernwärme,415229,107500,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2579,2579,Schule am Heidekampgraben,12437,Erdgas,511151,58260,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2580,2580,Schule am Mohnweg,12524,Fernwärme,836949,116264,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2581,2581,Schule am Pegasuseck,12524,Fernwärme,574299,44172,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2582,2582,Schule am Wildgarten,12437,Fernwärme,405828,38400,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2583,2583,Schule an den Püttbergen,12589,Erdgas,723371,103176,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2584,2584,Schule an der alten Feuerwache,12439,Fernwärme,768002,80566,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2585,2585,Schule an der Dahme,12557,Erdgas,1123880,99031,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2586,2586,Schule an der Wuhlheide,12459,Fernwärme,252887,47850,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2587,2587,Schule an der Wuhlheide,12459,Fernwärme,408293,49859,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2588,2588,Schule an der Wuhlheide,12459,Strom,41973,6355,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2589,2589,Schule an der Wuhlheide,12459,Fernwärme,255754,62284,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2590,2590,Schule in der Köllnischen Vorstadt,12557,Erdgas,655538,49350,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2591,2591,Sonnenblumen-Schule,12437,Erdgas,165116,7753,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2592,2592,Sonnenblumen-Schule,12437,Erdgas,783124,58847,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2593,2593,Sophie-Brahe-Schule,12435,Fernwärme,924370,176917,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2594,2594,Sophie-Brahe-Schule (Filiale),12435,Fernwärme,348667,30490,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2595,2595,Sozio-Kulturelles-Zentrum Ratz-Fatz,12439,Erdgas,122278,6729,Treptow - Kopernick,2020,Kultur,,,,,,,,,,,,
2596,2596,Sportamt / Leistungszentrum Rudern,12527,Erdgas,2090743,313133,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2597,2597,"Sportanlage ""Zur Uferbahn""",12527,Heizöl,311685,47550,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2598,2598,Sportanlage Fritz Lesch,12489,Erdgas,83361,17195,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2599,2599,Sportanlage Köpenicker Landstraße,12437,Erdgas,328920,61489,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2600,2600,Sportanlage Neue Krugallee,12437,Fernwärme,270161,34396,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2601,2601,Sportanlage Sterndamm,12487,Fernwärme,34849,1686,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2602,2602,Sporthalle Adlershof,12489,Fernwärme,428960,121250,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2603,2603,Sportplatz Allende-Viertel,12559,Fernwärme,141027,43600,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2604,2604,Sportplatz Bruno-Bürgel-Weg,12439,Erdgas,81309,15974,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2605,2605,Sportplatz Buntzelberg,12526,Erdgas,77332,23716,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2606,2606,Sportplatz Eiche,12559,Erdgas,66970,3885,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2607,2607,Sportplatz Friedrichshagen,12587,Heizöl,122114,32500,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2608,2608,Sportplatz Hirschgartendreieck,12587,Erdgas,40471,909,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2609,2609,Sportplatz Hirtenfließ,12527,Erdgas,132129,18264,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2610,2610,Sportplatz im Park Wuhlheide,12459,Nahwärme,151558,10154,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2611,2611,Sportplatz Lahmertstr.,12527,Flüssiggas,122276,1920,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2612,2612,Sportplatz Lohnauer Steig,12489,Erdgas,86270,15671,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2613,2613,Sportplatz Müggelheim,12559,Erdgas,64453,21475,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2614,2614,Sportplatz Plänterwald,12437,Strom,52646,8295,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2615,2615,Sportplatz Segelfliegerdamm,12487,Fernwärme,77304,19635,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2616,2616,Sportplatz Wendenschloßstraße,12557,Fernwärme,155934,35100,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2617,2617,Sportstadion Wilhelm Fahle,12589,Erdgas,40253,8717,Treptow - Kopernick,2020,Sport,,,,,,,,,,,,
2618,2618,Stadion Altglienicke,12524,Erdgas,158250,15180,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2619,2619,Strandbad Müggelsee,12589,Erdgas,190782,101651,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2620,2620,Treptow Kolleg,12437,Erdgas,1276038,69736,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2621,2621,Uhlenhorst-Schule,12555,Erdgas,743315,56750,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2622,2622,Volkshochschule,12437,Erdgas,515502,70832,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2623,2623,Wendenschloß-Schule,12557,Erdgas,787134,41191,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2624,2624,Werkhof,12459,Flüssiggas,165284,1059,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2625,2625,Wilhelm-Bölsche-Schule,12587,Fernwärme,843381,85952,Treptow - Kopernick,2020,Schule,,,,,,,,,,,,
2626,2626,Wirtschaftshof,12459,Erdgas,212911,8760,Treptow - Kopernick,2020,Other,,,,,,,,,,,,
2627,2627,ehem. Schulgebäude Adalbertstraße,10179,Fernwärme,0,0,Mitte,2020,Platz,,,,,,,,,,,,
2628,2628,"Möwensee Grundschule, Kita Kindergärten City",13351,Fernwärme,1182144,260112,Mitte,2020,Schule,,,,,,,,,,,,
2629,2629,Hansabibliothek,10557,Fernwärme,120302,16887,Mitte,2020,Schule,,,,,,,,,,,,
2630,2630,Gymnasium Tiergarten / Hansa-Grundschule,10555,Fernwärme,1376582,262993,Mitte,2020,Schule,,,,,,,,,,,,
2631,2631,Wedding Grundschule,13347,Fernwärme,1192425,83400,Mitte,2020,Schule,,,,,,,,,,,,
2632,2632,Fil. Grundschule am Koppenplatz,10117,Fernwärme,225267,31300,Mitte,2020,Schule,,,,,,,,,,,,
2633,2633,Bibliothek am Luisenbad,13357,Gas,342842,167082,Mitte,2020,Schule,,,,,,,,,,,,
2634,2634,Fil. Grundschule am Koppenplatz,10115,Gas,482458,82950,Mitte,2020,Schule,,,,,,,,,,,,
2635,2635,Fil. Papageno Grundschule,10115,Gas,89835,15646,Mitte,2020,Schule,,,,,,,,,,,,
2636,2636,Papageno Grundschule,10115,Gas,446985,153813,Mitte,2020,Schule,,,,,,,,,,,,
2637,2637,Charlotte-Pfeffer-Schule,10178,Fernwärme,493901,210458,Mitte,2020,Schule,,,,,,,,,,,,
2638,2638,Charlotte-Pfeffer-Schule,10178,Heizöl,77960,0,Mitte,2020,Schule,,,,,,,,,,,,
2639,2639,Diesterweg-Gymnasium,13357,Fernwärme,1316458,106573,Mitte,2020,Sport,,,,,,,,,,,,
2640,2640,Diesterweg-Gymnasium,13357,"Gas, WW",9501,0,Mitte,2020,Sport,,,,,,,,,,,,
2641,2641,Jugendverkehrsschule Bremer Straße,10551,"Strom, Heizung",28069,2202,Mitte,2020,Schule,,,,,,,,,,,,
2642,2642,Philip-Schaeffer-Bibliothek,10119,Fernwärme,0,100404,Mitte,2020,Schule,,,,,,,,,,,,
2643,2643,GS am Nordhafen (ehm. 48. GS),13353,other,5133,49800,Mitte,2020,Schule,,,,,,,,,,,,
2644,2644,Vineta-Grundschule,13355,Gas,776610,51550,Mitte,2020,Schule,,,,,,,,,,,,
2645,2645,Französisches Gymnasium,10785,Fernwärme,0,0,Mitte,2020,Sport,,,,,,,,,,,,
2646,2646,Rudolf-Wissell-Grundschule,13357,Gas,1172432,85600,Mitte,2020,Schule,,,,,,,,,,,,
2647,2647,Hemingway-Schule,10115,Gas,801940,135064,Mitte,2020,Schule,,,,,,,,,,,,
2648,2648,Sporthalle Kastanienbaum-Grundschule,10119,Fernwärme,94583,0,Mitte,2020,Schule,,,,,,,,,,,,
2649,2649,Kastanienbaum-Grundschule,10119,other,352031,57750,Mitte,2020,Schule,,,,,,,,,,,,
2650,2650,Wilhelm-Hauff-Grundschule,13359,Gas,2076591,101765,Mitte,2020,Schule,,,,,,,,,,,,
2651,2651,ehem. Wilhelm-Busch-Schule,13359,Gas,0,156350,Mitte,2020,Schule,,,,,,,,,,,,
2652,2652,Jugendverkehrsschule Gottschedstraße,13357,Gas,26635,1667,Mitte,2020,Schule,,,,,,,,,,,,
2653,2653,Humboldthain-Grundschule,13355,Gas,519328,64650,Mitte,2020,Schule,,,,,,,,,,,,
2654,2654,"Willy-Brandt-Schule, Haus der Volksbildung",13357,Gas,1773781,203073,Mitte,2020,Schule,,,,,,,,,,,,
2655,2655,Anna-Lindh-Schule,13351,Gas,1598947,162910,Mitte,2020,Schule,,,,,,,,,,,,
2656,2656,Grundschule Neues Tor,10115,Fernwärme,604826,97450,Mitte,2020,Schule,,,,,,,,,,,,
2657,2657,Andersen-Grundschule,13359,Gas,616104,63170,Mitte,2020,Schule,,,,,,,,,,,,
2658,2658,Grundschule am Koppenplatz,10551,Fernwärme,377024,57750,Mitte,2020,Schule,,,,,,,,,,,,
2659,2659,Grundschule am Koppenplatz,10115,Gas,0,0,Mitte,2020,Schule,,,,,,,,,,,,
2660,2660,Kurt-Tucholsky-Grundschule,10557,Gas,229991,6029,Mitte,2020,Schule,,,,,,,,,,,,
2661,2661,Volkshochschule Mitte,10115,Gas,603156,90400,Mitte,2020,Schule,,,,,,,,,,,,
2662,2662,Ernst-Schering-Schule,13353,Fernwärme,635873,106400,Mitte,2020,Schule,,,,,,,,,,,,
2663,2663,Bibliothek Tiergarten-Süd,10785,Fernwärme,0,12670,Mitte,2020,Schule,,,,,,,,,,,,
2664,2664,Allegro-Grundschule,10785,Gas,0,294257,Mitte,2020,Schule,,,,,,,,,,,,
2665,2665,Schiller-Bibliothek,13353,Fernwärme,117667,75143,Mitte,2020,Schule,,,,,,,,,,,,
2666,2666,Leo-Lionni-Grundschule,13353,Fernwärme,1017789,118208,Mitte,2020,Schule,,,,,,,,,,,,
2667,2667,Leo-Lionni-Grundschule,13353,"Gas, WW",13805,0,Mitte,2020,Schule,,,,,,,,,,,,
2668,2668,Heinrich-von-Stephan-Schule,10553,Fernwärme,1257220,167352,Mitte,2020,Schule,,,,,,,,,,,,
2669,2669,"Heinrich-von-Stephan-Schule, ""Pavillion""",10553,Gas,28466,0,Mitte,2020,Schule,,,,,,,,,,,,
2670,2670,Schule am Schillerpark/FrTr,13349,Gas,2518025,150050,Mitte,2020,Schule,,,,,,,,,,,,
2671,2671,Albert-Gutzmann-Grundschule/ehem. Oberschule am Brunnen,13357,Fernwärme,1497278,214440,Mitte,2020,Schule,,,,,,,,,,,,
2672,2672,Herbert-Hoover-Schule,13357,Fernwärme,470093,77495,Mitte,2020,Schule,,,,,,,,,,,,
2673,2673,Heimatmuseum Wedding,13357,Fernwärme,115936,22800,Mitte,2020,Kultur,,,,,,,,,,,,
2674,2674,Anne-Frank-Grundschule,10557,Gas,743660,87173,Mitte,2020,Schule,,,,,,,,,,,,
2675,2675,Moabiter Grundschule,10557,Fernwärme,936227,92583,Mitte,2020,Schule,,,,,,,,,,,,
2676,2676,Bruno-Lösche-Bibliothek,10559,Fernwärme,0,34028,Mitte,2020,Schule,,,,,,,,,,,,
2677,2677,Gesundbrunnen Grundschule,13357,Fernwärme,812261,92595,Mitte,2020,Schule,,,,,,,,,,,,
2678,2678,Gesundbrunnen Grundschule,13357,"Gas, WW",0,0,Mitte,2020,Schule,,,,,,,,,,,,
2679,2679,Heinrich-Seidel-Grundschule,13355,Fernwärme,1743799,516277,Mitte,2020,Schule,,,,,,,,,,,,
2680,2680,Kurt-Tucholsky-Grundschule,10559,Fernwärme,726686,132663,Mitte,2020,Schule,,,,,,,,,,,,
2681,2681,Schule am Zille-Park,13347,Fernwärme,655468,43498,Mitte,2020,Schule,,,,,,,,,,,,
2682,2682,Schule am Zille-Park,13347,"Gas, WW",6332,0,Mitte,2020,Schule,,,,,,,,,,,,
2683,2683,Grundschule am Arkonaplatz,10115,Gas,679935,148751,Mitte,2020,Schule,,,,,,,,,,,,
2684,2684,Fil. Schul-Umwelt-Zentrum Mitte Scharnweberstraße (SUZ),13405,Fernwärme,177434,16330,Mitte,2020,Kultur,,,,,,,,,,,,
2685,2685,Lessing-Gymnasium,13349,Fernwärme,673195,90500,Mitte,2020,Sport,,,,,,,,,,,,
2686,2686,Sporthalle Lessing-Gymnasium,13349,Gas,0,31061,Mitte,2020,Sport,,,,,,,,,,,,
2687,2687,Jugendkunstschule Mitte,13347,Fernwärme,0,14480,Mitte,2020,Schule,,,,,,,,,,,,
2688,2688,City-Grundschule,10179,Fernwärme,297684,158366,Mitte,2020,Schule,,,,,,,,,,,,
2689,2689,Fil. Schul-Umwelt-Zentrum Mitte Seestraße (SUZ),13347,Gas,34458,7193,Mitte,2020,Kultur,,,,,,,,,,,,
2690,2690,Theodor-Heuss-Gemeinschaftsschule (Grundstufe),10551,Fernwärme,403719,69550,Mitte,2020,Schule,,,,,,,,,,,,
2691,2691,GuthsMuths-Grundschule,10179,Fernwärme,410565,63300,Mitte,2020,Schule,,,,,,,,,,,,
2692,2692,Max-Planck-Gymnasium,10179,Fernwärme,949090,97300,Mitte,2020,Sport,,,,,,,,,,,,
2693,2693,Theodor-Heuss-Gemeinschaftsschule (Mittel-/Oberstufe),10559,Gas,989826,202305,Mitte,2020,Schule,,,,,,,,,,,,
2694,2694,Hedwig-Dohm-Schule,10559,Fernwärme,576228,96272,Mitte,2020,Schule,,,,,,,,,,,,
2695,2695,Ernst-Reuter-Schule / Gustav-Falke-Grundschule,13355,Fernwärme,2982578,600715,Mitte,2020,Schule,,,,,,,,,,,,
2696,2696,Ernst-Reuter-Schule / Gustav-Falke-Grundschule,13355,Gas,0,0,Mitte,2020,Schule,,,,,,,,,,,,
2697,2697,Brüder-Grimm-Grundschule,13353,Fernwärme,1062388,126152,Mitte,2020,Schule,,,,,,,,,,,,
2698,2698,Brüder-Grimm-Haus / Berlin-Kolleg,10551,Fernwärme,1604910,327577,Mitte,2020,Kultur,,,,,,,,,,,,
2699,2699,Gottfried-Röhl-Grundschule,13349,Gas,1153121,88922,Mitte,2020,Schule,,,,,,,,,,,,
2700,2700,Gottfried-Röhl-Grundschule,13349,Heizöl,55129,0,Mitte,2020,Schule,,,,,,,,,,,,
2701,2701,Erika-Mann Grundschule,13347,Fernwärme,926305,152158,Mitte,2020,Schule,,,,,,,,,,,,
2702,2702,Carl-Bolle-Grundschule,10551,Fernwärme,587951,108940,Mitte,2020,Schule,,,,,,,,,,,,
2703,2703,Carl-Bolle-Grundschule,10551,"Gas, WW",95860,0,Mitte,2020,Schule,,,,,,,,,,,,
2704,2704,Theodor-Heuss-Gemeinschaftsschule (Hort),10551,Fernwärme,211525,27750,Mitte,2020,Schule,,,,,,,,,,,,
2705,2705,Grundschule am Brandenburger Tor,10117,Fernwärme,730258,210904,Mitte,2020,Schule,,,,,,,,,,,,
2706,2706,Carl-Kraemer-Grundschule,13359,Gas,1208205,92143,Mitte,2020,Schule,,,,,,,,,,,,
2707,2707,John-Lennon-Gymnasium,10119,Gas,661912,96203,Mitte,2020,Sport,,,,,,,,,,,,
2708,2708,Miriam-Makeba-Grundschule,10555,Gas,812282,112920,Mitte,2020,Schule,,,,,,,,,,,,
2709,2709,Fil. Miriam-Makeba-Grundschule,10555,Fernwärme,116303,23035,Mitte,2020,Schule,,,,,,,,,,,,
2710,2710,Wartburg-Schule,10555,Fernwärme,373924,35129,Mitte,2020,Schule,,,,,,,,,,,,
2711,2711,Sporthalle Melchiorstraße,10179,Fernwärme,0,0,Mitte,2020,Sport,,,,,,,,,,,,
2712,2712,Sporthalle Albrechtstraße,10117,Fernwärme,0,0,Mitte,2020,Sport,,,,,,,,,,,,
2713,2713,Sporthalle Ernst-Schering-Schule,13353,Fernwärme,80221,10997,Mitte,2020,Schule,,,,,,,,,,,,
2714,2714,Sportplatz Auguststraße,10117,Gas,168498,18707,Mitte,2020,Sport,,,,,,,,,,,,
2715,2715,Sportplatz Behmstraße,13357,Gas,113284,31201,Mitte,2020,Sport,,,,,,,,,,,,
2716,2716,Franz-Mett-Sporthalle,10119,Gas,782314,173712,Mitte,2020,Sport,,,,,,,,,,,,
2717,2717,Sportplatz Holzmarktstraße,10179,Gas,86588,15800,Mitte,2020,Sport,,,,,,,,,,,,
2718,2718,Sporthalle Grundschule am Brandenburger Tor,10117,Gas,47849,4006,Mitte,2020,Schule,,,,,,,,,,,,
