level_0,index,facility,plz,heat_supply,heat_consumption,power_consumption,district,year,facility_type,District_Overview,Heat_Consumption_per_District,Year_Overview,Facility_Type_Overview,District_Detail,Power_Consumption_District_Facility_Type_Year,District_Results,Power_Consumption_per_District,Facility_type_Overview,power_consumption,Facility_Type_Results,Heat_Consumption_per_Facility_Type
2719,2719,Sportplatz Gustav Böß,13359,Heizöl,171766,23094,Mitte,2020,Sport,,,,,,,,,,,,
2720,2720,Werner-Kluge-Sportplatz,13409,Gas,146850,13217,Mitte,2020,Sport,,,,,,,,,,,,
2721,2721,Sportanlage Stade Napoleon,13405,Heizöl,100869,22196,Mitte,2020,Sport,,,,,,,,,,,,
2722,2722,Poststadion Lehrter Straße,10557,Fernwärme,563319,218572,Mitte,2020,Sport,,,,,,,,,,,,
2723,2723,"Poststadion Lehrter Straße, Rollschuhbahn",10557,Gas,110591,0,Mitte,2020,Sport,,,,,,,,,,,,
2724,2724,Sporthalle Louise-Schroeder-Platz,13359,Fernwärme,284686,46400,Mitte,2020,Sport,,,,,,,,,,,,
2725,2725,Erika-Heß-Eisstadion,13353,Heizöl,1528043,1084583,Mitte,2020,Sport,,,,,,,,,,,,
2726,2726,Sporthalle Neue Roßstraße,10179,Fernwärme,377226,82203,Mitte,2020,Sport,,,,,,,,,,,,
2727,2727,Sportplatz Neues Ufer,10553,Gas,149127,26100,Mitte,2020,Sport,,,,,,,,,,,,
2728,2728,Tennisplatz Nordufer,13351,Gas,45666,0,Mitte,2020,Platz,,,,,,,,,,,,
2729,2729,Sportplatz,13351,Gas,83465,12749,Mitte,2020,Sport,,,,,,,,,,,,
2730,2730,Hanne-Sobek-Sportplatz,13359,Gas,250219,11013,Mitte,2020,Sport,,,,,,,,,,,,
2731,2731,Sporthalle ehem. Diesterweg-Gymnasium,13355,Gas,0,0,Mitte,2020,Sport,,,,,,,,,,,,
2732,2732,Sporthalle Rochstraße,10178,Fernwärme,79037,3173,Mitte,2020,Sport,,,,,,,,,,,,
2733,2733,Sporthalle Schützenstraße,10117,Fernwärme,96893,55258,Mitte,2020,Sport,,,,,,,,,,,,
2734,2734,Bootshaus Tegel,13505,Gas,80531,2938,Mitte,2020,Kultur,,,,,,,,,,,,
2735,2735,Sporthalle Union,10551,Fernwärme,427759,41010,Mitte,2020,Sport,,,,,,,,,,,,
2736,2736,Sportplatz Stralsunder Straße,13355,Gas,94620,47701,Mitte,2020,Sport,,,,,,,,,,,,
2737,2737,Sportplatz Togostraße,13351,Gas,171159,18475,Mitte,2020,Sport,,,,,,,,,,,,
2738,2738,Sporthalle/ Revierunterkunft Turmstraße,10559,Fernwärme,168789,24743,Mitte,2020,Sport,,,,,,,,,,,,
2739,2739,Sportplatz Schillerpark,13349,Gas,138988,3715,Mitte,2020,Sport,,,,,,,,,,,,
2740,2740,Haus an der Wiese,13351,Gas,64328,3139,Mitte,2020,Kultur,,,,,,,,,,,,
2741,2741,Stadion Rehberge,13351,Gas,273724,39625,Mitte,2020,Other,,,,,,,,,,,,
2742,2742,Sporthalle Humboldthain-Grundschule,13357,Gas,115650,12414,Mitte,2020,Schule,,,,,,,,,,,,
2743,2743,Sporthalle Herbert-Hoover-Schule,13357,Gas,181117,26458,Mitte,2020,Schule,,,,,,,,,,,,
2744,2744,Bürodienstgebäude Beusselstraße,10553,Fernwärme,0,12992,Mitte,2020,Büro,,,,,,,,,,,,
2745,2745,Bürodienstgebäude Grüntaler Straße,13357,Heizöl,204279,38267,Mitte,2020,Büro,,,,,,,,,,,,
2746,2746,Bürodienstgebäude Kapweg,13405,Fernwärme,0,177819,Mitte,2020,Büro,,,,,,,,,,,,
2747,2747,Bürodienstgebäude (Rathaus Mitte),10178,Fernwärme,1528422,1011286,Mitte,2020,Kultur,,,,,,,,,,,,
2748,2748,Bürodienstgebäude (Rathaus Tiergarten),10551,Fernwärme,1257142,402457,Mitte,2020,Kultur,,,,,,,,,,,,
2749,2749,Bürodienstgebäude (Rathaus Wedding)/Café Simit Evi,13353,Fernwärme,1345782,28178,Mitte,2020,Kultur,,,,,,,,,,,,
2750,2750,FrTr,13353,Fernwärme,37534,0,Mitte,2020,Kultur,,,,,,,,,,,,
2751,2751,Haus der Gesundheit Wedding,13347,Fernwärme,0,0,Mitte,2020,Kultur,,,,,,,,,,,,
2752,2752,"Bürodienstgebäude Ruheplatzstraße, Kita Kindergärten City",13347,Fernwärme,0,4737,Mitte,2020,Platz,,,,,,,,,,,,
2753,2753,Bürodienstgebäude Schulstraße/Haus der Jugend Mitte,13347,Fernwärme,479164,93130,Mitte,2020,Kultur,,,,,,,,,,,,
2754,2754,Bürodienstgebäude Turmstraße (5.OG),10551,Fernwärme,0,0,Mitte,2020,Büro,,,,,,,,,,,,
2755,2755,Spielplatz Ottopark (ehem. Toilettenhaus),10555,Gas,0,5127,Mitte,2020,Platz,,,,,,,,,,,,
2756,2756,Volkshochschule Wedding/Musikschule Fanny Hensel,13347,Fernwärme,478617,75350,Mitte,2020,Schule,,,,,,,,,,,,
2757,2757,FrTr,10553,Gas,36306,7294,Mitte,2020,Kultur,,,,,,,,,,,,
2758,2758,FrTr,13359,Gas,0,4362,Mitte,2020,Kultur,,,,,,,,,,,,
2759,2759,Fil. Schul-Umwelt-Zentrum Mitte Birkenstraße (SUZ),10551,"Strom, Heizung",25256,8473,Mitte,2020,Kultur,,,,,,,,,,,,
2760,2760,Wolfgang-Scheunemann-Haus,10551,Fernwärme,209972,15710,Mitte,2020,Kultur,,,,,,,,,,,,
2761,2761,FrTr,13357,Gas,14114,738,Mitte,2020,Kultur,,,,,,,,,,,,
2762,2762,Olof-Palme-Zentrum,13355,Fernwärme,0,0,Mitte,2020,Kultur,,,,,,,,,,,,
2763,2763,FrTr,10179,Fernwärme,238080,43480,Mitte,2020,Kultur,,,,,,,,,,,,
2764,2764,Abenteuerspielplatz Humboldthain,13355,Gas,49984,11120,Mitte,2020,Platz,,,,,,,,,,,,
2765,2765,JE Schlupfwinkel,10553,Gas,69860,1111,Mitte,2020,Schule,,,,,,,,,,,,
2766,2766,"Div. FrTr, Jugendhaus",10785,Fernwärme,197536,0,Mitte,2020,Kultur,,,,,,,,,,,,
2767,2767,FrTr,13353,Gas,43273,28888,Mitte,2020,Kultur,,,,,,,,,,,,
2768,2768,FrTr,13353,Fernwärme,86914,9120,Mitte,2020,Kultur,,,,,,,,,,,,
2769,2769,FrTr,10117,Fernwärme,0,20625,Mitte,2020,Kultur,,,,,,,,,,,,
2770,2770,"Seniorenfreizeitstätte ""Haus Mettmann""",13351,Gas,46462,3383,Mitte,2020,Kultur,,,,,,,,,,,,
2771,2771,FrTr,10559,Fernwärme,207593,0,Mitte,2020,Kultur,,,,,,,,,,,,
2772,2772,"Stadtschloss Moabit, Kita, Kurt-Tucholsky-Bibliothek",10553,Fernwärme,310248,39882,Mitte,2020,Schule,,,,,,,,,,,,
2773,2773,FrTr,10179,Fernwärme,155746,0,Mitte,2020,Kultur,,,,,,,,,,,,
2774,2774,FrTr,10179,Fernwärme,30512,0,Mitte,2020,Kultur,,,,,,,,,,,,
2775,2775,FrTr,10179,Fernwärme,0,0,Mitte,2020,Kultur,,,,,,,,,,,,
2776,2776,"Seniorenfreizeitstätte ""Haus Bottrop""",13347,Fernwärme,70289,4589,Mitte,2020,Kultur,,,,,,,,,,,,
2777,2777,Freizeithaus am Mauerpark,10435,Gas,700115,32821,Mitte,2020,Kultur,,,,,,,,,,,,
2778,2778,FrTr,10557,Fernwärme,0,2737,Mitte,2020,Kultur,,,,,,,,,,,,
2779,2779,Seniorenfreizeitstätte Spandauer Straße,10178,Fernwärme,0,2114,Mitte,2020,Wohnung,,,,,,,,,,,,
2780,2780,Seniorenfreizeitstätte Stralsunder Straße,13355,Gas,48051,3038,Mitte,2020,Wohnung,,,,,,,,,,,,
2781,2781,Kita,13353,Gas,321140,22850,Mitte,2020,Schule,,,,,,,,,,,,
2782,2782,Kita,13353,"Strom, Heizung",37767,0,Mitte,2020,Schule,,,,,,,,,,,,
2783,2783,Seniorenfreizeitstätte Torstraße,10115,Fernwärme,0,2906,Mitte,2020,Wohnung,,,,,,,,,,,,
2784,2784,FrTr,10178,Fernwärme,92354,12700,Mitte,2020,Kultur,,,,,,,,,,,,
2785,2785,Spielplatz Spielhaus Pankeufer,13359,Gas,12014,4342,Mitte,2020,Platz,,,,,,,,,,,,
2786,2786,SGA Dohnagestell,13351,Heizöl,511406,112532,Mitte,2020,Platz,,,,,,,,,,,,
2787,2787,Revierunterkunft Gartenplatz,13355,Heizöl,8333,617,Mitte,2020,Platz,,,,,,,,,,,,
2788,2788,"ehem. Urnenfriedhof Gerichtsstraße, Kolumbarium",13347,other,16095,6195,Mitte,2020,Platz,,,,,,,,,,,,
2789,2789,Pumpwerk Tiergarten,10787,Gas,95690,120020,Mitte,2020,Platz,,,,,,,,,,,,
2790,2790,Ausbildungsstätte SGA (Alter Garnisonfriedhof),10119,Gas,22527,1300,Mitte,2020,Platz,,,,,,,,,,,,
2791,2791,"Lagerplatz Nordufer, Beleuchtung",13351,Fernwärme,0,669,Mitte,2020,Platz,,,,,,,,,,,,
2792,2792,Revierunterkunft Pankstraße,13357,Fernwärme,52244,21636,Mitte,2020,Platz,,,,,,,,,,,,
2793,2793,Revierunterkunft Ruheplatz,13347,Fernwärme,1633,3253,Mitte,2020,Platz,,,,,,,,,,,,
2794,2794,Revierunterkunft Rungestraße,10179,Fernwärme,81414,9250,Mitte,2020,Platz,,,,,,,,,,,,
2795,2795,Werkhof Rungestraße,10179,Fernwärme,0,1569,Mitte,2020,Platz,,,,,,,,,,,,
2796,2796,Revierunterkunft Scharnhorststraße,10115,Fernwärme,0,9937,Mitte,2020,Platz,,,,,,,,,,,,
2797,2797,Urnenfriedhof Seestraße,13347,Heizöl,71808,17550,Mitte,2020,Platz,,,,,,,,,,,,
2798,2798,Bürodienstgebäude Straße des 17. Juni,10785,Heizöl,454882,51561,Mitte,2020,Büro,,,,,,,,,,,,
2799,2799,Friedhof Turiner Straße,13347,Gas,28161,2206,Mitte,2020,Denkmal,,,,,,,,,,,,
2800,2800,Depot Schillerpark,13349,Heizöl,105817,0,Mitte,2020,Other,,,,,,,,,,,,
2801,2801,Revierunterkunft Unionstraße,10551,Fernwärme,85746,5579,Mitte,2020,Platz,,,,,,,,,,,,
2802,2802,Depot SGA Rehberge,13351,Heizöl,83628,5088,Mitte,2020,Platz,,,,,,,,,,,,
2803,2803,Revierunterkunft Weinbergsweg,10119,"Strom, Heizung",0,3927,Mitte,2020,Wohnung,,,,,,,,,,,,
2804,2804,Revierunterkunft Humboldthain,13357,Heizöl,138544,0,Mitte,2020,Wohnung,,,,,,,,,,,,
2805,2805,Brunnen der Völkerfreundschaft,10178,Fernwärme,0,84840,Mitte,2020,Platz,,,,,,,,,,,,
2806,2806,Weltzeituhr,10178,Fernwärme,0,7013,Mitte,2020,Platz,,,,,,,,,,,,
2807,2807,Wegebeleuchtung Ulap-Park,10557,Fernwärme,0,1895,Mitte,2020,Platz,,,,,,,,,,,,
2808,2808,Springbrunnen,10559,Fernwärme,0,5448,Mitte,2020,Other,,,,,,,,,,,,
2809,2809,Uferbeleuchtung Spreepalais,10178,Fernwärme,0,2,Mitte,2020,Platz,,,,,,,,,,,,
2810,2810,Wegebeleuchung Bartningallee,10557,Fernwärme,0,1795,Mitte,2020,Other,,,,,,,,,,,,
2811,2811,Denkmal Bücherverbrennung,10117,Fernwärme,0,6896,Mitte,2020,Denkmal,,,,,,,,,,,,
2812,2812,Brunnen Bebelplatz,10117,Fernwärme,0,5365,Mitte,2020,Platz,,,,,,,,,,,,
2813,2813,Pumpe Beregnungsanlage,10785,Fernwärme,0,508,Mitte,2020,Other,,,,,,,,,,,,
2814,2814,Wohngebäude und Gewerbe Plötzensee,13351,Heizöl,95594,1890,Mitte,2020,Wohnung,,,,,,,,,,,,
2815,2815,Tiefbrunnen Schillerpark,13349,Fernwärme,0,1115,Mitte,2020,Platz,,,,,,,,,,,,
2816,2816,Wegebeleuchtung Grünanlage Engelbecken,10179,Fernwärme,0,117,Mitte,2020,Platz,,,,,,,,,,,,
2817,2817,Treppenbeleuchtung Reichtagsufer/Friedrich-Ebert-Platz,10557,Fernwärme,0,677,Mitte,2020,Platz,,,,,,,,,,,,
2818,2818,Wegebeleuchtung Friedrich-List-Ufer,10557,Fernwärme,0,477,Mitte,2020,Platz,,,,,,,,,,,,
2819,2819,Französicher Dom,10117,Fernwärme,275607,41250,Mitte,2020,Kultur,,,,,,,,,,,,
2820,2820,"Siegessäule, Tunnelhaus A-D",10623,Fernwärme,0,78159,Mitte,2020,Kultur,,,,,,,,,,,,
2821,2821,Hausnummernbeleuchtung Kolonie Grüntal,13359,Fernwärme,0,141,Mitte,2020,Kultur,,,,,,,,,,,,
2822,2822,Historischer Brunnen (Hausvogteiplatz),10117,Fernwärme,0,9724,Mitte,2020,Platz,,,,,,,,,,,,
2823,2823,Pfauenbrunnen,10179,Fernwärme,0,2516,Mitte,2020,Other,,,,,,,,,,,,
2824,2824,Wegebeleuchtung Ingeborg-Drewitz-Allee,10557,Fernwärme,0,1716,Mitte,2020,Platz,,,,,,,,,,,,
2825,2825,Plansche am Nordbahnhof,10115,Fernwärme,0,652,Mitte,2020,Platz,,,,,,,,,,,,
2826,2826,Geldzählerbrunnen (Pappelplatz),10115,Fernwärme,0,5310,Mitte,2020,Platz,,,,,,,,,,,,
2827,2827,Wasseranlage von Girot (Invalidenbrunnen),10115,Fernwärme,0,21514,Mitte,2020,Platz,,,,,,,,,,,,
2828,2828,Beleuchtung Pumpwerk Moabiter Werder,10557,Fernwärme,0,9506,Mitte,2020,Platz,,,,,,,,,,,,
2829,2829,Schrankenanlage John-Foster-Dulles-Allee,10557,Fernwärme,0,0,Mitte,2020,Other,,,,,,,,,,,,
2830,2830,"Tritonbrunnen (Großfürstenplatz, Großer Tiergarten)",10557,Fernwärme,0,1207,Mitte,2020,Platz,,,,,,,,,,,,
2831,2831,Molkenmarktbrunnen (Molkenmarkt/Grunerstraße),10178,Fernwärme,0,0,Mitte,2020,Platz,,,,,,,,,,,,
2832,2832,Uferbeleuchtung Wanderweg (Kaiserin-Augusta-Allee),10553,Fernwärme,0,2061,Mitte,2020,Platz,,,,,,,,,,,,
2833,2833,Uferbeleuchtung Kapelle-Ufer,10115,Fernwärme,0,680,Mitte,2020,Platz,,,,,,,,,,,,
2834,2834,Neptunbrunnen (Spandauer Straße),10178,Fernwärme,0,83050,Mitte,2020,Other,,,,,,,,,,,,
2835,2835,Gewerbe,13353,Fernwärme,0,0,Mitte,2020,Büro,,,,,,,,,,,,
2836,2836,Wegebeleuchtung Sprengelpark,13353,Fernwärme,0,0,Mitte,2020,Platz,,,,,,,,,,,,
2837,2837,Wegebeleuchtung Kieler Straße,10115,Fernwärme,0,296,Mitte,2020,Platz,,,,,,,,,,,,
2838,2838,Wegebeleuchtung Koloniestraße,13359,Fernwärme,0,745,Mitte,2020,Platz,,,,,,,,,,,,
2839,2839,Pumpwerk Spreebogenpark,10557,Fernwärme,0,68119,Mitte,2020,Platz,,,,,,,,,,,,
2840,2840,Wegebeleuchtung Spreebogenpark,10557,Fernwärme,0,4820,Mitte,2020,Platz,,,,,,,,,,,,
2841,2841,Ammonitenbrunnen (Olof-Palme-Platz),10787,Fernwärme,0,2339,Mitte,2020,Platz,,,,,,,,,,,,
2842,2842,Spindlerbrunnen (Spittelmarkt),10117,Fernwärme,0,12943,Mitte,2020,Other,,,,,,,,,,,,
2843,2843,Beleuchtung Geschichtspark ehem. Zellengefängnis Moabit,10557,Fernwärme,0,4100,Mitte,2020,Platz,,,,,,,,,,,,
2844,2844,Bewässerungsanlage Leipziger Platz,10117,Fernwärme,0,5399,Mitte,2020,Platz,,,,,,,,,,,,
2845,2845,Bewässerungsanlage Leipziger Platz Süd,10117,Fernwärme,0,7679,Mitte,2020,Platz,,,,,,,,,,,,
2846,2846,Beleuchtung Lessingdenkmal,10785,Fernwärme,0,711,Mitte,2020,Platz,,,,,,,,,,,,
2847,2847,Indischer Brunnen (Luisenstädtischer Kanal),10999,Fernwärme,0,18687,Mitte,2020,Platz,,,,,,,,,,,,
2848,2848,Wegebeleuchtung Tilla-Durieux-Park,10785,Fernwärme,0,665,Mitte,2020,Platz,,,,,,,,,,,,
2849,2849,Uferbeleuchtung Schiffbauerdamm,10117,Fernwärme,0,175,Mitte,2020,Platz,,,,,,,,,,,,
2850,2850,Moderner Brunnen (Lustgarten),10178,Fernwärme,0,64600,Mitte,2020,Platz,,,,,,,,,,,,
2851,2851,Brunnen (Kieselwaschbeton),10785,Fernwärme,0,951,Mitte,2020,Platz,,,,,,,,,,,,
2852,2852,Bewässerungsanlage Gendarmenmarkt,10117,Fernwärme,0,23,Mitte,2020,Platz,,,,,,,,,,,,
2853,2853,Uferbeleuchtung Monbijou-Park,10117,Fernwärme,0,3000,Mitte,2020,Platz,,,,,,,,,,,,
2854,2854,Beleuchtung und Brunnen (Tanz auf dem Vulkan ),13347,Fernwärme,0,25876,Mitte,2020,Platz,,,,,,,,,,,,
2855,2855,"Kleine Liebessäule (Dorothea-Schlegel-Platz), Beleuchtung",10117,Fernwärme,0,4023,Mitte,2020,Platz,,,,,,,,,,,,
2856,2856,Jugendgästehaus Nordufer,13351,Heizöl,0,24146,Mitte,2020,Kultur,,,,,,,,,,,,
2857,2857,Wegebeleuchtung Monbijoupark,10178,Fernwärme,0,46926,Mitte,2020,Platz,,,,,,,,,,,,
2858,2858,Brunnenschale mit Fontäne (Brunnenplatz),13357,Fernwärme,0,8123,Mitte,2020,Platz,,,,,,,,,,,,
2859,2859,Historische Brunnen (Pariser Platz),10117,Fernwärme,0,70781,Mitte,2020,Platz,,,,,,,,,,,,
2860,2860,Wegebeleuchtung Bundespräsidentendreieck,10557,Fernwärme,0,1330,Mitte,2020,Platz,,,,,,,,,,,,
2861,2861,Wegebeleuchtung Kolonie Togo,13351,Fernwärme,0,0,Mitte,2020,Platz,,,,,,,,,,,,
2862,2862,Brunnenstube,10557,Fernwärme,0,12991,Mitte,2020,Platz,,,,,,,,,,,,
2863,2863,Wappenbrunnen (Nikolaikirchplatz),10178,Fernwärme,0,1702,Mitte,2020,Platz,,,,,,,,,,,,
2864,2864,Pavillon Minigolfplatz Fritz-Schloß-Park,10559,Gas,1719,1739,Mitte,2020,Platz,,,,,,,,,,,,
2865,2865,Beleuchtung Robert-Koch-Denkmal,10115,Fernwärme,0,0,Mitte,2020,Platz,,,,,,,,,,,,
2866,2866,Bewässerung Robert-Koch-Platz/Beleuchtung Emil-Fischer-Den,10115,Fernwärme,0,0,Mitte,2020,Platz,,,,,,,,,,,,
2867,2867,Bewässerungsanlage Rosa-Luxemburg-Platz,10178,Fernwärme,0,1318,Mitte,2020,Platz,,,,,,,,,,,,
2868,2868,Plansche Schillerpark,13349,Fernwärme,0,6780,Mitte,2020,Platz,,,,,,,,,,,,
2869,2869,Infopavillion/Kiosk,13349,Gas,7354,31364,Mitte,2020,Other,,,,,,,,,,,,
2870,2870,Pumpe Bewässerungsanlage Hochbeet,10179,Fernwärme,0,648,Mitte,2020,Platz,,,,,,,,,,,,
2871,2871,ehem. Jüdisches Krankenhaus Berlin Wohnpflegezentrum,13347,Fernwärme,0,4110,Mitte,2020,Kultur,,,,,,,,,,,,
2872,2872,Beleuchtung Hermann Schulze-Delitzsch Denkmal,10179,Fernwärme,0,231,Mitte,2020,Platz,,,,,,,,,,,,
2873,2873,2 ehem. Dienstwohnung des Bäderamtes,10557,Fernwärme,0,0,Mitte,2020,Wohnung,,,,,,,,,,,,
2874,2874,Plansche Singerstraße,10179,Fernwärme,0,0,Mitte,2020,Platz,,,,,,,,,,,,
2875,2875,Hausnummernbeleuchtung Kolonie Eintracht an der Panke,13359,Fernwärme,0,280,Mitte,2020,Kultur,,,,,,,,,,,,
2876,2876,Wegebeleuchtung Uferpromenade Kupfergraben,10178,Fernwärme,0,747,Mitte,2020,Platz,,,,,,,,,,,,
2877,2877,Brunnenschale im Rosengarten (Großer Tiergarten),10557,Fernwärme,0,40,Mitte,2020,Platz,,,,,,,,,,,,
2878,2878,Schwellenbrunnen (Nordseite Vinetaplatz),13355,Fernwärme,0,251,Mitte,2020,Platz,,,,,,,,,,,,
2879,2879,Uferbeleuchtung Monbijou-Park Brücke,10117,Fernwärme,0,2574,Mitte,2020,Platz,,,,,,,,,,,,
2880,2880,Beleuchtung Reiterstandbild Friedrichs des Großen,10117,Fernwärme,0,1553,Mitte,2020,Platz,,,,,,,,,,,,
2881,2881,Wegebeleuchtung Volkspark Weinbergsweg,10119,Fernwärme,0,21688,Mitte,2020,Platz,,,,,,,,,,,,
2882,2882,Seniorenpflegeeinrichtung Weinbergsweg,10119,Gas,737746,275027,Mitte,2020,Wohnung,,,,,,,,,,,,
2883,2883,Bärenbrunnen (Werderscher Markt),10117,Fernwärme,0,5652,Mitte,2020,Other,,,,,,,,,,,,
2884,2884,Plansche Weydemeyerstraße,10178,Fernwärme,0,164,Mitte,2020,Platz,,,,,,,,,,,,
2885,2885,Brunnen (Kanzleramt),10557,Fernwärme,0,18650,Mitte,2020,Platz,,,,,,,,,,,,
2886,2886,Kulturhaus Mitte,10117,Fernwärme,61003,18217,Mitte,2020,Kultur,,,,,,,,,,,,
2887,2887,Klosterruine Mitte,10179,Fernwärme,0,1600,Mitte,2020,Denkmal,,,,,,,,,,,,
2888,2888,Bärenzwinger Rungestraße,10179,"Strom, Heizung",7839,21623,Mitte,2020,Platz,,,,,,,,,,,,
2889,2889,"Institut für Schauspiel, Film- und Fernsehberufe",13347,Fernwärme,0,3708,Mitte,2020,Kultur,,,,,,,,,,,,
2890,2890,Fil. Musikschule Fanny Hensel Swinemünder Straße,13355,Gas,101974,18390,Mitte,2020,Schule,,,,,,,,,,,,
2891,2891,Fil. Musikschule Fanny Hensel Wallstraße/JE Oase,10179,Fernwärme,168278,28450,Mitte,2020,Schule,,,,,,,,,,,,
2892,2892,"Helene-Lange-Gesamtschule - ehem. Frh. von
Hünefeld-GS",12169,Fernwärme,0,36379,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2893,2893,Sachsenwald - Grundschule,12157,Fernwärme,507535,60291,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2894,2894,Dunant- Grundschule,12163,Fernwärme,750191,0,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2895,2895,Grundschule am Insulaner,12169,Fernwärme,635818,66400,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2896,2896,Athene - Grundschule,12205,Fernwärme,626388,157438,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2897,2897,Alt Lankwitzer Grundschule,12247,Gas,458945,43450,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2898,2898,Paul Schneider Grundschule,12249,Gas,841100,145099,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2899,2899,Giesensdorfer  - Grundschule,12207,Gas,427109,57738,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2900,2900,Kronach - Grundschule,12203,Gas,1019252,132784,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2901,2901,Grundschule unter den Kastanien,12209,Gas,741956,88500,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2902,2902,Clemens-Brentano Grundschule,12205,Fernwärme,483001,42638,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2903,2903,Käthe Kruse Grundschule,12203,Gas,424754,65629,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2904,2904,Grundschule am Königsgraben,12249,Gas,534640,85790,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2905,2905,Ludwig-Bechstein-Grundschule,12249,Gas,462951,62105,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2906,2906,Grundschule am Karpfenteich,12209,Gas,491180,69995,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2907,2907,Mercator Grundschule,12207,Fernwärme,687891,48857,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2908,2908,Grundschule an der Bäke,12203,Fernwärme,510541,113935,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2909,2909,"Johann-Thienemann Oberschule & Markus-
Grundschule",12167,Fernwärme,399532,46969,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2910,2910,Nikolaus-Augustus-Otto Oberschule,12203,Gas,613986,116644,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2911,2911,"Helene-Lange-Gesamtschule - ehem. Friedrich-
Bayer-OS",12169,Fernwärme,1398981,70168,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2912,2912,Max von Laue Oberschule,12203,Gas,621092,62120,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2913,2913,Schmidt-Ott-Oberschule,12169,Gas,286864,29950,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2914,2914,Beethoven -Oberschule,12249,Gas,990991,166959,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2915,2915,Paulsen-Gymnasium,12163,Gas,815954,78023,Steglitz-Zehlendorf,2020,Sport,,,,,,,,,,,,
2916,2916,Hermann Ehlers Oberschule,12169,Fernwärme,1296,73678,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2917,2917,"Fichtenberg Oberschule & Rothenburg-
Grundschule",12165,Fernwärme,1025646,162515,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2918,2918,Lilienthal Oberschule,12203,Gas,836508,133469,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2919,2919,Goethe Oberschule,12205,Fernwärme,733049,167868,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2920,2920,Willi-Graf-Oberschule,12207,Gas,934143,120697,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2921,2921,Gymnasium Steglitz,12169,Gas,745284,107302,Steglitz-Zehlendorf,2020,Sport,,,,,,,,,,,,
2922,2922,Kopernikus Oberschule,12163,Fernwärme,1012956,309574,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2923,2923,Turnhalle der ehem. Kopernikus Oberschule,12207,Fernwärme,431921,116558,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2924,2924,Bröndby Oberschule,12249,Gas,39293,320976,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2925,2925,Friedrich-Drake-Grundschule,12205,Fernwärme,233273,61726,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2926,2926,Paul-Braune-Schule / Beethoven-OS-Filiale,12249,Gas,1879959,69933,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2927,2927,Johann-August-Zeune-Schule,12165,Fernwärme,928383,177947,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2928,2928,Peter-Frankenfeld-Schule,12247,Gas,606471,116190,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2929,2929,Freilandlabor - Steglitz,12207,"Nachtspeicherh
eizung",23122,1405,Steglitz-Zehlendorf,2020,Other,,,,,,,,,,,,
2930,2930,Nord-Grundschule,14163,Gas,755516,0,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2931,2931,Süd-Grundschule,14165,Gas,166488,90700,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2932,2932,Johannes-Tews-Grundschule,14129,Gas,332405,220528,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
2933,2933,Erich-Kästner-Grundschule,14195,Gas,1066663,92939,Steglitz-Zehlendorf,2020,Schule,,,,,,,,,,,,
